class,document,BONA_TFRF
ALZ,ALZ230,alzheimers gray matter senile dementia sdat severe lesions neurofibrillary tangles senile granulovacuolar degeneration hirano normal results neurochemical cholinergic neurons trials choline precursors food hve unsuccessful theories genetic predisposition exogenous toxin slow latent satisfactory tissues time dementia
ALZ,ALZ231,ct neuropsychological alzheimers huntingtons dementia syndromes primary conventional ct inspection pictures dementia recent ct values systematic normal subtypes ct alzheimers huntingtons double dissociation frontal values significant correlation left verbal alzheimers
ALZ,ALZ232,huntingtons hungtingtons polypeptides spot spot position computer requiring operator interaction total individuals huntingtons risk sets twins neurological individuals neurofibromatosis alzheimers protein polypeptides minimum heterozygosity stringent homozygous heterozygous demonstration gene genetic protein identification single electrophoretogram potential linkage genetic protein ie specific huntingtons
ALZ,ALZ233,alzheimers senile dementia neurons forebrain recent evidence basalis meynert neurons cholinergic innervation profound presynaptic neurons alzheimers senile dementia alzheimers results neurons basalis meynert profound degeneration cholinergic demonstration degeneration neurons documentation specific points critical lesion alzheimers
ALZ,ALZ234,alzheimers helical filaments sodium sulfate urea method partial helical filaments human neurons alzheimers senile dementia helical filaments unusual sodium sulfate urea prevent helical filaments contain covalent cross filaments intracellular helical filaments neurons insoluble cross cross protein lens senile skin keratinocytes
ALZ,ALZ235,presenile dementia fifty scales identification alzheimers picks pd dementia mid ischemic items stepwise neurological signs mid scales items items differentiation dementias early spatial disorientation logoclonia muscular tension pd ia early early signs disinhibition amimia results differentiation types dementia systematic
ALZ,ALZ236,downs disorders diseases defects mental downs disorders endocrine dysfunction infection single factor downs presence excess genetic manifestations somatic genetics human methods possible downs disorders
ALZ,ALZ237,alzheimers proven alzheimers support hypothesis heston workers alzheimers downs immunoproliferative disorders size relatives immunoproliferative disorders hypothesis downs informative presenile dementia relatives many previous consistent polygenic sibs trisomy aneuploidies
ALZ,ALZ238,innominata alzheimers cholinergic innominata normal human neurones meynert cholinergic neocortex acetylcholinesterase innominata post mortem alzheimers choline innominata amygdala lentiform
ALZ,ALZ239,cholinesterase alzheimers plasma pseudocholinesterase alzheimers dementia red acetylcholinesterase plasma choline cholinesterase
ALZ,ALZ24,neurones human senile dementia dementia severe caeruleus reductions cytoplasmic rna histological findings noradrenaline regions cytoplasmic rna nigra regions vascular dementia noradrenaline regions findings evidence primary degeneration system dementia
ALZ,ALZ240,eegs elderly subjects eegs healthy elderly probable senile dementia alzheimers sdat subjects typical home ward laboratory customary sleep schedules normal subjects range stage stage sleep less sleep wakefulness sdat range less stage sleep stage sleep little sleep sleep awakenings different sdat plots patterns prominent sleepwaking rhythm sdat napping nighttime wakefulness significant group dominant qualitative spindle paroxysmal discharges sleep mental sdat
ALZ,ALZ241,early alzheimers psychological side drugs significance cognitive status quality speed significance cognitive status tests elderly fit
ALZ,ALZ242,lipofuscin dementia lipofuscin parietal inferior olivary post mortem dementia specimens individuals results populations olivary neurones group group lipofuscin parietal neurons lipofuscin olivary neurons group group possible lipofuscin dementia
ALZ,ALZ243,intrusions dementia intrusions subjects anticholinergic dementia alz diagnostic elderly nursing home residents mental status test senile immediate perseverations test group neurological dementia intrusions presumptive intrusion alz helpful phenomenon choline important deterioration alz
ALZ,ALZ244,system dementias melanin coeruleus vagus alzheimers protein reductions noradrenaline regions dementia unchanged findings degeneration specific process alzheimers
ALZ,ALZ245,reflections alzheimers increases face silent idiopathic dementias alzheimers cumbersome cluster signs idiopathic dementias idat exclusion demonstrates unfortunate dramatic scientific histology genetics evidence speculation cholinergic cognitive
ALZ,ALZ246,ornithine huntingtons ornithine huntingtons frontal parietal senile dementia schizophrenia previous findings disorders synthesis glutamate losses deterioration corticostriatal glutamatergic neurons
ALZ,ALZ247,stereotypy anticholinergic antiparkinson drugs report psychotic benztropine haloperidol extrapyramidal side symptomatology meets iii repetitive motor automatisms symptomatology benztropine bid sedative hypnotic drugs psychotic syndromes drawn occurrence stereotypy review stereotypies related nervous system repetitive motor automatisms alzheimers guidelines management anticholinergic
ALZ,ALZ248,dementia dementia emotional well impact social workers mental health professionals valuable stage constructs process examples group
ALZ,ALZ249,cognitive sleep rhythms cognitive dementia night sleep unimpaired presumptive alzheimers delta sleep time delta sleep sleep implications findings
ALZ,ALZ25,coenzyme alzheimers possible cholinergic pyruvate dehydrogenase cholinergic system coa synthesis possible means coa cholinergic alzheimers significant reductions dehydrogenase acetoacetyl coa thiolase post mortem alzheimers pyruvate dehydrogenase related extent cholinergic choline choline pyruvate dehydrogenase normal human observations support recent pyruvate dehydrogenase cholinergic neurones
ALZ,ALZ250,sleep mental dementia alzheimers sleep mental subjects probable senile dementia alzheimers sdat results sleep mental significant early mild stage sdat severe mental underwent significant sleep mental subjects mild dementia dominant rhythm results sleep mild sdat individuals
ALZ,ALZ251,alzheimers alzheimers senile dementia alzheimers latter group single alzheimers females alzheimers senescence dementia hypothesis alzheimers hypothesis dementia
ALZ,ALZ252,parkinson review pd parkinson sp dementia sdat weight less sp sdat pd shows insignificant lesions severe sp sdat occurrence pd types pd dementia pd lesions severe severe little nigral damage severe lewy dementia little pd severe non ones general good correlation dementia pd
ALZ,ALZ253,morphological possible significant neurons astroglia sdat synthesis turnover neurotransmitters system progressive th sdat parkinson progressive da striatal system ratio sdat human frontal parkinson types human debatable preliminary biogenic human parameters cyclase da da receptor human parkinson
ALZ,ALZ254,corticosterone vitro hippocampus aluminum senile dementia dialysis aluminum alzheimers aluminum intracellular aluminum nuclear work test aluminum hippocampus nuclear corticosterone receptor results corticosterone fmolmg dna dna hippocampal aluminum rabbits aluminum neurofibrillary degeneration possible functional presence aluminum morphological
ALZ,ALZ255,philothermal polymorphonuclear dementia philothermal ie tendency warmer dementia normal individuals total significant spatial populations motile individuals preliminary findings philothermal diagnostic
